3c531939ee9259e996df0bd613a440551c93650a,DELETE,regular-file,config/.config/Code/CachedExtensionVSIXs/google.geminicodeassist-2.39.0,167209324,
bc9da94a2ebc5c8f6e47c99fc99e8e7f8c4d74b2,DELETE,regular-file,config/.config/Code/CachedExtensionVSIXs/googlecloudtools.cloudcode-2.31.1,165369860,
79c2fa09cfb5aed4a30ddbfed7dae90a303b6d21,DELETE,regular-file,config/.config/Code/CachedExtensionVSIXs/redhat.java-1.43.1-linux-x64,130040568,
