2025-07-04 15:04:33.066 [info] updateURL https://api2.cursor.sh/updates/api/update/linux-x64/cursor/1.2.1/8ac364b819bbfb9633a829450228386eb96abc5abf1e96aee7235a31a1fdd736/stable
2025-07-04 15:04:33.067 [info] update#setState idle
2025-07-04 15:04:38.256 [error] CodeWindow: renderer process gone (reason: clean-exit, code: <unknown>)
2025-07-04 15:04:38.307 [error] CodeWindow: renderer process gone (reason: clean-exit, code: <unknown>)
2025-07-04 15:04:38.334 [error] CodeWindow: renderer process gone (reason: clean-exit, code: <unknown>)
2025-07-04 15:04:38.364 [error] CodeWindow: renderer process gone (reason: clean-exit, code: <unknown>)
2025-07-04 15:04:38.374 [error] CodeWindow: renderer process gone (reason: clean-exit, code: <unknown>)
2025-07-04 15:04:38.385 [error] CodeWindow: renderer process gone (reason: clean-exit, code: <unknown>)
2025-07-04 15:04:38.642 [error] CodeWindow: renderer process gone (reason: clean-exit, code: <unknown>)
2025-07-04 15:04:38.720 [error] CodeWindow: renderer process gone (reason: clean-exit, code: <unknown>)
2025-07-04 15:04:38.797 [error] CodeWindow: renderer process gone (reason: clean-exit, code: <unknown>)
2025-07-04 15:04:38.921 [error] CodeWindow: renderer process gone (reason: clean-exit, code: <unknown>)
2025-07-04 15:04:39.093 [error] CodeWindow: renderer process gone (reason: clean-exit, code: <unknown>)
2025-07-04 15:04:39.132 [error] CodeWindow: renderer process gone (reason: clean-exit, code: <unknown>)
2025-07-04 15:04:39.183 [error] CodeWindow: renderer process gone (reason: clean-exit, code: <unknown>)
2025-07-04 15:04:39.210 [error] CodeWindow: renderer process gone (reason: clean-exit, code: <unknown>)
2025-07-04 15:04:39.231 [error] CodeWindow: renderer process gone (reason: clean-exit, code: <unknown>)
2025-07-04 15:04:39.281 [error] CodeWindow: renderer process gone (reason: clean-exit, code: <unknown>)
2025-07-04 15:04:39.396 [error] CodeWindow: renderer process gone (reason: clean-exit, code: <unknown>)
2025-07-04 15:04:39.432 [error] CodeWindow: renderer process gone (reason: clean-exit, code: <unknown>)
2025-07-04 15:04:39.492 [error] CodeWindow: renderer process gone (reason: clean-exit, code: <unknown>)
2025-07-04 15:04:39.554 [error] CodeWindow: renderer process gone (reason: clean-exit, code: <unknown>)
2025-07-04 15:04:39.600 [error] CodeWindow: renderer process gone (reason: clean-exit, code: <unknown>)
2025-07-04 15:04:39.649 [error] CodeWindow: renderer process gone (reason: clean-exit, code: <unknown>)
2025-07-04 15:04:39.823 [error] CodeWindow: renderer process gone (reason: clean-exit, code: <unknown>)
2025-07-04 15:04:39.896 [error] CodeWindow: renderer process gone (reason: clean-exit, code: <unknown>)
2025-07-04 15:04:39.933 [error] CodeWindow: renderer process gone (reason: clean-exit, code: <unknown>)
2025-07-04 15:04:39.980 [error] CodeWindow: renderer process gone (reason: clean-exit, code: <unknown>)
2025-07-04 15:04:40.035 [error] CodeWindow: renderer process gone (reason: clean-exit, code: <unknown>)
2025-07-04 15:04:40.222 [error] CodeWindow: renderer process gone (reason: clean-exit, code: <unknown>)
2025-07-04 15:04:40.306 [error] CodeWindow: renderer process gone (reason: clean-exit, code: <unknown>)
2025-07-04 15:04:40.344 [error] CodeWindow: renderer process gone (reason: clean-exit, code: <unknown>)
2025-07-04 15:04:40.394 [error] CodeWindow: renderer process gone (reason: clean-exit, code: <unknown>)
2025-07-04 15:04:40.435 [error] CodeWindow: renderer process gone (reason: clean-exit, code: <unknown>)
2025-07-04 15:04:40.491 [error] CodeWindow: renderer process gone (reason: clean-exit, code: <unknown>)
2025-07-04 15:04:40.567 [error] CodeWindow: renderer process gone (reason: clean-exit, code: <unknown>)
2025-07-04 15:04:40.659 [error] CodeWindow: renderer process gone (reason: clean-exit, code: <unknown>)
2025-07-04 15:04:40.723 [error] CodeWindow: renderer process gone (reason: clean-exit, code: <unknown>)
2025-07-04 15:04:40.793 [error] CodeWindow: renderer process gone (reason: clean-exit, code: <unknown>)
2025-07-04 15:04:40.884 [error] CodeWindow: renderer process gone (reason: clean-exit, code: <unknown>)
2025-07-04 15:04:40.979 [error] CodeWindow: renderer process gone (reason: clean-exit, code: <unknown>)
2025-07-04 15:04:41.061 [error] CodeWindow: renderer process gone (reason: clean-exit, code: <unknown>)
2025-07-04 15:04:41.124 [error] CodeWindow: renderer process gone (reason: clean-exit, code: <unknown>)
2025-07-04 15:04:41.184 [error] CodeWindow: renderer process gone (reason: clean-exit, code: <unknown>)
2025-07-04 15:04:41.270 [error] CodeWindow: renderer process gone (reason: clean-exit, code: <unknown>)
2025-07-04 15:04:41.345 [error] CodeWindow: renderer process gone (reason: clean-exit, code: <unknown>)
2025-07-04 15:04:41.417 [error] CodeWindow: renderer process gone (reason: clean-exit, code: <unknown>)
2025-07-04 15:04:41.493 [error] CodeWindow: renderer process gone (reason: clean-exit, code: <unknown>)
2025-07-04 15:04:41.551 [error] CodeWindow: renderer process gone (reason: clean-exit, code: <unknown>)
2025-07-04 15:04:41.576 [error] CodeWindow: renderer process gone (reason: clean-exit, code: <unknown>)
2025-07-04 15:04:41.668 [error] CodeWindow: renderer process gone (reason: clean-exit, code: <unknown>)
